Word,Length,Freq_HAL,Log_Freq_HAL
sanctity,8,485,6.184
scrabble,8,485,6.184
boosting,8,484,6.182
clapping,8,484,6.182
doughnut,8,484,6.182
mandolin,8,484,6.182
outburst,8,484,6.182
snowball,8,484,6.182
swastika,8,484,6.182
workers,8,484,6.182
cleansed,8,483,6.18
epilogue,8,482,6.178
Anglican,8,481,6.176
cropping,8,481,6.176
seaboard,8,481,6.176
stripper,8,481,6.176
fillings,8,480,6.174
luminous,8,480,6.174
showered,8,480,6.174
tortures,8,479,6.172
embraces,8,477,6.168
Paraguay,8,477,6.168
alleging,8,476,6.165
contends,8,476,6.165
cesspool,8,475,6.163
nebulous,8,475,6.163
poignant,8,475,6.163
breakage,8,474,6.161
depraved,8,474,6.161
offences,8,474,6.161
vocation,8,473,6.159
allotted,8,472,6.157
burdened,8,472,6.157
evacuate,8,472,6.157
gamblers,8,472,6.157
inspires,8,472,6.157
physique,8,472,6.157
puncture,8,472,6.157
sanitary,8,472,6.157
slippers,8,472,6.157
Stalins,8,472,6.157
crouched,8,471,6.155
platonic,8,471,6.155
splashed,8,471,6.155
ascended,8,470,6.153
fleeting,8,470,6.153
paperboy,8,470,6.153
strangle,8,470,6.153
colonize,8,469,6.151
convicts,8,469,6.151
flicking,8,469,6.151
plunging,8,469,6.151
seasons,8,468,6.148
revamped,8,467,6.146
juncture,8,466,6.144
lobotomy,8,465,6.142
orgasmic,8,465,6.142
dazzling,8,464,6.14
diseased,8,464,6.14
woodwork,8,464,6.14
comedies,8,463,6.138
demotion,8,463,6.138
numerals,8,463,6.138
armament,8,462,6.136
brigades,8,462,6.136
unbroken,8,462,6.136
acquires,8,460,6.131
cyclical,8,459,6.129
paternal,8,459,6.129
cannibal,8,458,6.127
cuttings,8,458,6.127
indebted,8,458,6.127
Normandy,8,458,6.127
Gaussian,8,457,6.125
growling,8,457,6.125
inherits,8,457,6.125
knickers,8,457,6.125
omitting,8,457,6.125
menacing,8,456,6.122
farmers,8,455,6.12
oddities,8,455,6.12
volition,8,455,6.12
arteries,8,454,6.118
lymphoma,8,454,6.118
Augustus,8,453,6.116
trickery,8,453,6.116
Cromwell,8,452,6.114
inaction,8,452,6.114
wreckage,8,452,6.114
culinary,8,451,6.111
fostered,8,451,6.111
newsroom,8,451,6.111
chivalry,8,450,6.109
eyeballs,8,450,6.109
longshot,8,450,6.109
bundling,8,449,6.107
regions,8,449,6.107
serrated,8,449,6.107
churning,8,448,6.105
collated,8,448,6.105
telegram,8,448,6.105
exertion,8,447,6.103
scribble,8,447,6.103
captives,8,446,6.1
cherries,8,446,6.1
footwear,8,446,6.1
precinct,8,446,6.1
trembled,8,446,6.1
orphaned,8,445,6.098
showroom,8,445,6.098
Hannibal,8,444,6.096
hematite,8,444,6.096
mumbling,8,444,6.096
vigilant,8,444,6.096
bracelet,8,443,6.094
reverted,8,443,6.094
unspoken,8,442,6.091
clamping,8,441,6.089
codified,8,441,6.089
airframe,8,440,6.087
forearms,8,439,6.084
inhaling,8,439,6.084
illusory,8,438,6.082
awarding,8,437,6.08
breathes,8,437,6.08
comforts,8,437,6.08
songbook,8,437,6.08
whiskers,8,437,6.08
tantrums,8,436,6.078
culprits,8,435,6.075
delirium,8,435,6.075
nautilus,8,435,6.075
passable,8,434,6.073
stardust,8,434,6.073
undercut,8,434,6.073
outfield,8,433,6.071
sleepers,8,433,6.071
arousing,8,432,6.068
engulfed,8,432,6.068
populate,8,432,6.068
sprocket,8,432,6.068
dissuade,8,431,6.066
matchbox,8,431,6.066
scorched,8,431,6.066
tenderly,8,431,6.066
inscribe,8,430,6.064
Londons,8,430,6.064
suffrage,8,430,6.064
backdoor,8,429,6.061
nitrates,8,429,6.061
virtuoso,8,429,6.061
captions,8,428,6.059
lukewarm,8,428,6.059
reciting,8,428,6.059
swallows,8,428,6.059
tentacle,8,428,6.059
virulent,8,428,6.059
ascribed,8,427,6.057
cushions,8,427,6.057
Edwards,8,426,6.054
entitles,8,426,6.054
Persians,8,426,6.054
refinery,8,426,6.054
staining,8,426,6.054
Coolidge,8,425,6.052
parlance,8,424,6.05
quotient,8,424,6.05
shredder,8,424,6.05
backhand,8,423,6.047
blissful,8,423,6.047
foxglove,8,423,6.047
residues,8,423,6.047
sensibly,8,423,6.047
emergent,8,422,6.045
magnolia,8,422,6.045
pastoral,8,422,6.045
eugenics,8,421,6.043
penalize,8,421,6.043
shackles,8,421,6.043
existent,8,420,6.04
shadowed,8,420,6.04
shivered,8,420,6.04
coronary,8,419,6.038
droplets,8,419,6.038
embarked,8,419,6.038
granular,8,419,6.038
pilgrims,8,419,6.038
antennae,8,417,6.033
inhibits,8,417,6.033
sturgeon,8,417,6.033
overcame,8,416,6.031
reindeer,8,416,6.031
blisters,8,414,6.026
campsite,8,414,6.026
tattered,8,414,6.026
descends,8,413,6.023
Gertrude,8,413,6.023
soreness,8,413,6.023
distaste,8,412,6.021
mesmeric,8,412,6.021
mitigate,8,412,6.021
utensils,8,412,6.021
grieving,8,411,6.019
guaranty,8,411,6.019
lawyers,8,411,6.019
murmured,8,411,6.019
bullying,8,410,6.016
espoused,8,410,6.016
goldmine,8,410,6.016
Bismarck,8,409,6.014
females,8,409,6.014
littered,8,409,6.014
turbines,8,409,6.014
allusion,8,408,6.011
ambience,8,408,6.011
animals,8,408,6.011
freeways,8,408,6.011
succinct,8,408,6.011
adequacy,8,407,6.009
emptying,8,407,6.009
sweaters,8,407,6.009
advisers,8,406,6.006
demolish,8,406,6.006
moments,8,406,6.006
pacifier,8,406,6.006
wrecking,8,406,6.006
exacting,8,405,6.004
knockout,8,405,6.004
stockman,8,405,6.004
antidote,8,404,6.001
Frances,8,404,6.001
inciting,8,404,6.001
querying,8,404,6.001
reunited,8,404,6.001
lemonade,8,403,5.999
overtake,8,403,5.999
rhapsody,8,403,5.999
ingested,8,402,5.996
ulterior,8,402,5.996
grunting,8,401,5.994
precedes,8,401,5.994
Arthurs,8,399,5.989
blunders,8,399,5.989
cavities,8,399,5.989
ugliness,8,399,5.989
drenched,8,398,5.986
gingerly,8,398,5.986
spyglass,8,398,5.986
agrarian,8,397,5.984
blowfish,8,397,5.984
presided,8,397,5.984
burnside,8,396,5.981
Harpers,8,396,5.981
foothill,8,395,5.979
hacienda,8,395,5.979
watchmen,8,395,5.979
closeout,8,394,5.976
reviving,8,394,5.976
solstice,8,394,5.976
speedily,8,394,5.976
boasting,8,393,5.974
leagues,8,393,5.974
maturing,8,393,5.974
flattery,8,392,5.971
redwoods,8,392,5.971
spacious,8,392,5.971
prudence,8,391,5.969
smallpox,8,391,5.969
suffixes,8,391,5.969
underdog,8,391,5.969
brothels,8,390,5.966
decorate,8,390,5.966
perusing,8,390,5.966
assignee,8,389,5.964
Rousseau,8,389,5.964
spoiling,8,389,5.964
glaucoma,8,388,5.961
kitchens,8,388,5.961
vengeful,8,388,5.961
bankroll,8,386,5.956
decadent,8,386,5.956
flanking,8,386,5.956
squirted,8,386,5.956
Assyrian,8,385,5.953
overdone,8,385,5.953
reagents,8,384,5.951
clutched,8,383,5.948
condoned,8,383,5.948
derision,8,383,5.948
neonatal,8,383,5.948
Bostons,8,382,5.945
leathers,8,382,5.945
luxuries,8,382,5.945
cautions,8,381,5.943
disclaim,8,381,5.943
Martians,8,381,5.943
untimely,8,381,5.943
vascular,8,381,5.943
frothing,8,380,5.94
inflamed,8,380,5.94
lectured,8,380,5.94
reopened,8,380,5.94
serpents,8,380,5.94
tabloids,8,380,5.94
enticing,8,379,5.938
marauder,8,379,5.938
preaches,8,379,5.938
sideshow,8,379,5.938
startups,8,379,5.938
catheter,8,378,5.935
desolate,8,378,5.935
summers,8,378,5.935
westward,8,378,5.935
adhesion,8,377,5.932
emulsion,8,377,5.932
perished,8,377,5.932
stylized,8,377,5.932
airforce,8,376,5.93
hindered,8,376,5.93
amending,8,375,5.927
piloting,8,375,5.927
retreats,8,375,5.927
splatter,8,375,5.927
frosting,8,374,5.924
gridiron,8,374,5.924
surveyor,8,374,5.924
usefully,8,374,5.924
breather,8,373,5.922
coolness,8,372,5.919
couplers,8,372,5.919
fumbling,8,372,5.919
glimpses,8,372,5.919
heirloom,8,372,5.919
Sicilian,8,372,5.919
visceral,8,372,5.919
dismount,8,371,5.916
embodies,8,371,5.916
exerting,8,371,5.916
haggling,8,371,5.916
mouthing,8,371,5.916
vagabond,8,371,5.916
Comanche,8,370,5.914
devoured,8,370,5.914
triplets,8,370,5.914
whooping,8,370,5.914
displace,8,369,5.911
Parmesan,8,369,5.911
unknowns,8,369,5.911
blithely,8,368,5.908
hitherto,8,368,5.908
logistic,8,368,5.908
tungsten,8,367,5.905
airtight,8,366,5.903
brooding,8,366,5.903
arranges,8,365,5.9
banshees,8,365,5.9
devising,8,365,5.9
environs,8,365,5.9
trespass,8,365,5.9
admirers,8,364,5.897
cohesion,8,364,5.897
overseer,8,364,5.897
fluently,8,363,5.894
lengthen,8,363,5.894
mongoose,8,363,5.894
undersea,8,363,5.894
burgundy,8,362,5.892
mightily,8,362,5.892
terminus,8,362,5.892
dulcimer,8,359,5.883
faintest,8,359,5.883
flippers,8,359,5.883
splendor,8,359,5.883
thumping,8,359,5.883
familial,8,358,5.881
globular,8,358,5.881
thespian,8,358,5.881
blockage,8,357,5.878
loyalist,8,356,5.875
analysed,8,355,5.872
bookcase,8,355,5.872
ontology,8,355,5.872
sideline,8,355,5.872
cervical,8,354,5.869
diffused,8,354,5.869
occupant,8,354,5.869
outwards,8,354,5.869
riddance,8,354,5.869
sellers,8,354,5.869
snowfall,8,354,5.869
anorexia,8,351,5.861
lighters,8,351,5.861
ringside,8,351,5.861
furnaces,8,350,5.858
mainstay,8,350,5.858
misquote,8,350,5.858
snooping,8,350,5.858
triumphs,8,350,5.858
lightest,8,348,5.852
solemnly,8,348,5.852
virology,8,348,5.852
emphatic,8,347,5.849
fanciful,8,347,5.849
follicle,8,347,5.849
aromatic,8,346,5.846
chairmen,8,346,5.846
deathbed,8,346,5.846
dropouts,8,346,5.846
flapping,8,346,5.846
hallways,8,346,5.846
lyricist,8,346,5.846
halftime,8,345,5.844
solicits,8,345,5.844
teething,8,345,5.844
thwarted,8,345,5.844
bulkhead,8,344,5.841
Dutchman,8,344,5.841
imparted,8,344,5.841
macaroni,8,344,5.841
sculpted,8,344,5.841
daydream,8,343,5.838
insulate,8,343,5.838
princes,8,343,5.838
Scotsman,8,343,5.838
boulders,8,342,5.835
ordnance,8,342,5.835
soybeans,8,342,5.835
airliner,8,341,5.832
sustains,8,341,5.832
wrenches,8,341,5.832
chuckles,8,340,5.829
Prussian,8,340,5.829
scathing,8,340,5.829
crumpled,8,339,5.826
selfless,8,339,5.826
stumbles,8,339,5.826
tenacity,8,339,5.826
forester,8,338,5.823
immobile,8,338,5.823
priestly,8,338,5.823
phosphor,8,337,5.82
tractors,8,337,5.82
botanist,8,336,5.817
covertly,8,336,5.817
jamboree,8,336,5.817
pianists,8,336,5.817
aligning,8,335,5.814
bearable,8,335,5.814
eclipsed,8,334,5.811
imbecile,8,334,5.811
rewrites,8,334,5.811
theistic,8,334,5.811
worsened,8,334,5.811
Darwins,8,333,5.808
marooned,8,333,5.808
pigments,8,333,5.808
stifling,8,333,5.808
alerting,8,332,5.805
foothold,8,332,5.805
skirmish,8,332,5.805
treading,8,332,5.805
collagen,8,331,5.802
crowding,8,331,5.802
crumbled,8,331,5.802
signaled,8,331,5.802
sobriety,8,331,5.802
tomahawk,8,331,5.802
modestly,8,330,5.799
rippling,8,330,5.799
baldness,8,329,5.796
brighten,8,329,5.796
firewood,8,329,5.796
henchmen,8,329,5.796
epithets,8,328,5.793
limerick,8,328,5.793
oversize,8,328,5.793
clocking,8,327,5.79
emigrate,8,327,5.79
islander,8,327,5.79
stomachs,8,327,5.79
gunpoint,8,326,5.787
behemoth,8,325,5.784
flywheel,8,325,5.784
laymans,8,325,5.784
gunsmith,8,324,5.781
heraldry,8,324,5.781
repulsed,8,324,5.781
carefree,8,323,5.778
islands,8,323,5.778
storming,8,323,5.778
calipers,8,322,5.775
recounts,8,322,5.775
soloists,8,322,5.775
unending,8,322,5.775
blinders,8,321,5.771
irritant,8,321,5.771
itemized,8,321,5.771
enacting,8,320,5.768
attested,8,319,5.765
flailing,8,319,5.765
leaders,8,319,5.765
Morgans,8,319,5.765
Bolivian,8,318,5.762
downwind,8,318,5.762
ambushed,8,317,5.759
entrails,8,317,5.759
misspell,8,317,5.759
absurdly,8,316,5.756
culpable,8,316,5.756
devoting,8,316,5.756
offices,8,316,5.756
shavings,8,316,5.756
platters,8,315,5.753
unfolded,8,315,5.753
idolatry,8,314,5.749
perilous,8,314,5.749
squealed,8,314,5.749
zucchini,8,314,5.749
chaplain,8,313,5.746
Nepalese,8,313,5.746
starfish,8,313,5.746
wounding,8,313,5.746
farmland,8,312,5.743
lacrosse,8,312,5.743
syphilis,8,312,5.743
dogfight,8,311,5.74
flooring,8,311,5.74
funerals,8,311,5.74
numbness,8,311,5.74
overalls,8,311,5.74
begotten,8,310,5.737
overlaps,8,310,5.737
pussycat,8,310,5.737
ruptured,8,310,5.737
smuggler,8,310,5.737
litigant,8,309,5.733
midpoint,8,309,5.733
pacifist,8,309,5.733
ponytail,8,309,5.733
feedings,8,308,5.73
frenzied,8,308,5.73
meatball,8,308,5.73
alluding,8,307,5.727
mackerel,8,307,5.727
parkland,8,307,5.727
layering,8,306,5.724
obstruct,8,306,5.724
fruition,8,305,5.72
Hinckley,8,305,5.72
kamikaze,8,305,5.72
maligned,8,305,5.72
Mozarts,8,305,5.72
positron,8,305,5.72
reaffirm,8,305,5.72
rigidity,8,305,5.72
slippage,8,305,5.72
bluffing,8,304,5.717
obsidian,8,304,5.717
overcast,8,304,5.717
wickedly,8,304,5.717
neglects,8,303,5.714
prodding,8,303,5.714
superbly,8,303,5.714
eastward,8,302,5.71
overheat,8,302,5.71
relaying,8,302,5.71
stiletto,8,302,5.71
Willies,8,302,5.71
windmill,8,302,5.71
herewith,8,301,5.707
levelled,8,301,5.707
Poseidon,8,301,5.707
puckered,8,301,5.707
hairline,8,300,5.704
relieves,8,300,5.704
twitched,8,300,5.704
calamity,8,299,5.7
overpaid,8,299,5.7
spreader,8,299,5.7
rightist,8,298,5.697
equalize,8,297,5.694
fallible,8,297,5.694
nihilism,8,297,5.694
Quebecs,8,297,5.694
reponses,8,297,5.694
sausages,8,297,5.694
hedonism,8,296,5.69
rebuilds,8,296,5.69
straddle,8,296,5.69
Adriatic,8,295,5.687
collided,8,295,5.687
lollipop,8,295,5.687
monogram,8,295,5.687
fireside,8,294,5.684
misdeeds,8,294,5.684
redheads,8,294,5.684
Spalding,8,294,5.684
tortilla,8,294,5.684
Nigerian,8,293,5.68
rebelled,8,293,5.68
betrayer,8,292,5.677
coconuts,8,292,5.677
denoting,8,292,5.677
foreseen,8,292,5.677
maniacal,8,292,5.677
mutilate,8,292,5.677
tireless,8,292,5.677
unearned,8,292,5.677
crutches,8,291,5.673
kilogram,8,291,5.673
ligature,8,291,5.673
Maggies,8,291,5.673
pheasant,8,291,5.673
scrawled,8,291,5.673
closeted,8,290,5.67
operands,8,290,5.67
resented,8,290,5.67
causeway,8,289,5.666
finalize,8,289,5.666
newfound,8,289,5.666
strolled,8,289,5.666
incensed,8,288,5.663
reproach,8,288,5.663
misogyny,8,287,5.659
outcasts,8,287,5.659
divinely,8,286,5.656
pedagogy,8,286,5.656
slinging,8,286,5.656
cuteness,8,285,5.652
leveling,8,285,5.652
migrants,8,284,5.649
purveyor,8,284,5.649
reigning,8,284,5.649
sheriffs,8,284,5.649
suburbia,8,284,5.649
unwieldy,8,284,5.649
dislodge,8,283,5.645
resuming,8,283,5.645
whistled,8,283,5.645
Austins,8,282,5.642
caucuses,8,282,5.642
cousins,8,282,5.642
euphoric,8,282,5.642
scrubbed,8,282,5.642
watchful,8,282,5.642
Angelica,8,281,5.638
baroness,8,281,5.638
bohemian,8,281,5.638
caresses,8,281,5.638
choruses,8,281,5.638
flippant,8,281,5.638
mannered,8,281,5.638
motoring,8,281,5.638
munching,8,281,5.638
plucking,8,281,5.638
stoppage,8,281,5.638
woodwind,8,281,5.638
branched,8,280,5.635
claptrap,8,280,5.635
felicity,8,280,5.635
globulin,8,280,5.635
infidels,8,280,5.635
neuronal,8,280,5.635
revolved,8,280,5.635
Baptists,8,279,5.631
marinade,8,279,5.631
resonate,8,278,5.628
sunburst,8,278,5.628
brownish,8,277,5.624
callable,8,277,5.624
condense,8,277,5.624
serenade,8,277,5.624
strainer,8,277,5.624
strident,8,277,5.624
snuggled,8,276,5.62
realtors,8,275,5.617
silencer,8,275,5.617
aerosols,8,274,5.613
baffling,8,274,5.613
moulding,8,274,5.613
peptides,8,274,5.613
saturate,8,274,5.613
biennial,8,273,5.609
decimals,8,273,5.609
inwardly,8,273,5.609
modulate,8,273,5.609
jewelled,8,272,5.606
Murrays,8,272,5.606
punishes,8,272,5.606
recessed,8,272,5.606
tapering,8,272,5.606
cardigan,8,271,5.602
cockatoo,8,271,5.602
imagines,8,271,5.602
indulged,8,271,5.602
iniquity,8,271,5.602
primeval,8,271,5.602
blondes,8,270,5.598
cornmeal,8,270,5.598
snobbery,8,270,5.598
boneless,8,269,5.595
courting,8,269,5.595
Moscows,8,269,5.595
secreted,8,269,5.595
vehement,8,269,5.595
bluebird,8,268,5.591
flounder,8,268,5.591
jaundice,8,268,5.591
signpost,8,268,5.591
doctored,8,267,5.587
laxative,8,267,5.587
throbbed,8,267,5.587
dialysis,8,266,5.583
sickened,8,266,5.583
sidestep,8,266,5.583
truckers,8,266,5.583
Wagners,8,266,5.583
breasted,8,265,5.58
gaslight,8,265,5.58
modality,8,265,5.58
paraffin,8,265,5.58
yellowed,8,264,5.576
forehand,8,263,5.572
lobbyist,8,263,5.572
outposts,8,263,5.572
pampered,8,263,5.572
besieged,8,262,5.568
elicited,8,262,5.568
billiard,8,261,5.565
lifeline,8,261,5.565
Marthas,8,261,5.565
nauseous,8,261,5.565
seawater,8,261,5.565
bandages,8,260,5.561
Casanova,8,260,5.561
heralded,8,260,5.561
outmoded,8,260,5.561
Rachels,8,260,5.561
sneezing,8,260,5.561
concedes,8,259,5.557
seagulls,8,259,5.557
Venetian,8,259,5.557
crucible,8,258,5.553
highness,8,258,5.553
repelled,8,258,5.553
sprained,8,258,5.553
singers,8,257,5.549
sufferer,8,257,5.549
typology,8,257,5.549
hunters,8,256,5.545
inequity,8,256,5.545
Irishman,8,256,5.545
rumbling,8,256,5.545
shrouded,8,256,5.545
enclaves,8,255,5.541
engender,8,255,5.541
epistles,8,255,5.541
futurist,8,255,5.541
loveless,8,255,5.541
naturism,8,255,5.541
scrounge,8,255,5.541
squatted,8,255,5.541
subhuman,8,255,5.541
freckles,8,254,5.537
greenish,8,254,5.537
grievous,8,254,5.537
headlong,8,254,5.537
mediums,8,254,5.537
testicle,8,254,5.537
borrower,8,253,5.533
burglars,8,253,5.533
climaxed,8,253,5.533
laminate,8,253,5.533
countys,8,252,5.529
heighten,8,252,5.529
outlying,8,252,5.529
anarchic,8,251,5.525
carpeted,8,251,5.525
Gordons,8,251,5.525
incision,8,251,5.525
sizzling,8,251,5.525
unsavory,8,251,5.525
abrasion,8,250,5.521
admirals,8,250,5.521
bleached,8,250,5.521
devilish,8,250,5.521
eclipses,8,250,5.521
nastiest,8,250,5.521
primrose,8,250,5.521
verbiage,8,250,5.521
beckoned,8,249,5.517
cameras,8,249,5.517
feverish,8,249,5.517
creditor,8,248,5.513
delicacy,8,248,5.513
envisage,8,248,5.513
headland,8,248,5.513
receding,8,248,5.513
sprawled,8,248,5.513
tranquil,8,248,5.513
turmeric,8,248,5.513
wheezing,8,248,5.513
caravans,8,247,5.509
heredity,8,247,5.509
shipyard,8,247,5.509
spangled,8,247,5.509
synapses,8,247,5.509
hijacked,8,246,5.505
lingered,8,246,5.505
ticklish,8,246,5.505
bodywork,8,245,5.501
dabbling,8,245,5.501
gestured,8,245,5.501
miseries,8,245,5.501
sardines,8,245,5.501
setbacks,8,245,5.501
diatonic,8,244,5.497
larkspur,8,244,5.497
mansions,8,244,5.497
scheming,8,244,5.497
shackled,8,244,5.497
phonemes,8,243,5.493
postures,8,243,5.493
unsteady,8,243,5.493
leggings,8,242,5.489
parishes,8,242,5.489
Brewers,8,241,5.485
necrosis,8,241,5.485
pittance,8,241,5.485
uttering,8,241,5.485
Iroquois,8,240,5.481
porridge,8,240,5.481
refilled,8,240,5.481
theorize,8,240,5.481
virginal,8,240,5.481
washable,8,240,5.481
hatching,8,239,5.476
innovate,8,239,5.476
weathers,8,239,5.476
doorways,8,238,5.472
exorcism,8,238,5.472
flocking,8,238,5.472
unbeaten,8,238,5.472
armature,8,237,5.468
Hereford,8,237,5.468
lethargy,8,237,5.468
Moroccan,8,237,5.468
operatic,8,237,5.468
shippers,8,237,5.468
urethane,8,237,5.468
behooves,8,236,5.464
lineages,8,236,5.464
niceties,8,236,5.464
tributes,8,236,5.464
marksman,8,235,5.46
motorist,8,235,5.46
seashore,8,235,5.46
vaporize,8,235,5.46
firmness,8,234,5.455
inducted,8,234,5.455
prefaced,8,234,5.455
autobahn,8,233,5.451
bruising,8,233,5.451
provokes,8,233,5.451
deluding,8,232,5.447
pardoned,8,232,5.447
ricochet,8,232,5.447
roadways,8,232,5.447
shambles,8,232,5.447
totalled,8,232,5.447
desirous,8,231,5.442
fatigued,8,231,5.442
sociable,8,231,5.442
spiteful,8,231,5.442
splicing,8,231,5.442
couples,8,230,5.438
crucifix,8,230,5.438
homesick,8,230,5.438
retorted,8,230,5.438
shatters,8,230,5.438
sprouted,8,230,5.438
Carthage,8,229,5.434
mingling,8,229,5.434
toasting,8,229,5.434
pervades,8,228,5.429
rifleman,8,228,5.429
conceals,8,227,5.425
finisher,8,227,5.425
motorway,8,227,5.425
priests,8,227,5.425
reshaped,8,227,5.425
conjured,8,226,5.421
disarray,8,226,5.421
overpass,8,226,5.421
parables,8,226,5.421
sheepish,8,226,5.421
whiplash,8,226,5.421
fathered,8,225,5.416
severing,8,225,5.416
snarling,8,225,5.416
fiendish,8,224,5.412
handyman,8,224,5.412
Jackies,8,224,5.412
overlaid,8,224,5.412
pollster,8,224,5.412
propping,8,224,5.412
schooled,8,224,5.412
thickens,8,224,5.412
dishonor,8,223,5.407
minstrel,8,223,5.407
pastimes,8,223,5.407
rehearse,8,223,5.407
shingles,8,223,5.407
venereal,8,223,5.407
Castros,8,222,5.403
clincher,8,222,5.403
incisive,8,222,5.403
misnamed,8,222,5.403
quivered,8,222,5.403
silliest,8,222,5.403
boldness,8,221,5.398
confound,8,221,5.398
electors,8,221,5.398
ravenous,8,221,5.398
savagery,8,221,5.398
scouring,8,221,5.398
sobering,8,221,5.398
spoonful,8,221,5.398
Sudanese,8,221,5.398
targets,8,221,5.398
backseat,8,220,5.394
bungalow,8,220,5.394
celerity,8,220,5.394
confided,8,220,5.394
cottages,8,220,5.394
portents,8,220,5.394
procured,8,220,5.394
revolted,8,220,5.394
deepened,8,219,5.389
echelons,8,219,5.389
entombed,8,219,5.389
eviction,8,219,5.389
exclaims,8,219,5.389
leapfrog,8,219,5.389
sneering,8,219,5.389
begrudge,8,218,5.384
erupting,8,218,5.384
falconry,8,218,5.384
fibrosis,8,218,5.384
shrieked,8,218,5.384
crowning,8,217,5.38
fluorine,8,217,5.38
linoleum,8,217,5.38
reunions,8,217,5.38
tangents,8,217,5.38
ambiance,8,216,5.375
namesake,8,216,5.375
splashes,8,216,5.375
uprooted,8,216,5.375
cringing,8,215,5.371
downturn,8,215,5.371
figurine,8,215,5.371
machismo,8,215,5.371
palomino,8,215,5.371
rebutted,8,215,5.371
Seminole,8,215,5.371
shilling,8,215,5.371
solidify,8,215,5.371
spotless,8,215,5.371
Warrens,8,215,5.371
agitator,8,214,5.366
bustling,8,214,5.366
cemented,8,214,5.366
chipmunk,8,214,5.366
dandruff,8,214,5.366
fretting,8,214,5.366
homeward,8,214,5.366
Provence,8,214,5.366
stewards,8,214,5.366
streaked,8,214,5.366
abortive,8,213,5.361
disrupts,8,213,5.361
ecliptic,8,213,5.361
indigent,8,213,5.361
palpable,8,213,5.361
speckled,8,213,5.361
fishbone,8,212,5.357
reprisal,8,212,5.357
savagely,8,212,5.357
bludgeon,8,211,5.352
disowned,8,211,5.352
notables,8,211,5.352
palmetto,8,211,5.352
unmasked,8,211,5.352
waterway,8,211,5.352
scarface,8,210,5.347
shutters,8,210,5.347
Watsons,8,210,5.347
ligament,8,209,5.342
playroom,8,209,5.342
Tennyson,8,209,5.342
toppings,8,209,5.342
astonish,8,208,5.338
carvings,8,208,5.338
cowering,8,208,5.338
deviated,8,208,5.338
unabated,8,208,5.338
barnyard,8,207,5.333
clumsily,8,207,5.333
dominoes,8,207,5.333
granules,8,207,5.333
Hiawatha,8,207,5.333
hideaway,8,207,5.333
impurity,8,207,5.333
monastic,8,207,5.333
overcoat,8,207,5.333
viscount,8,207,5.333
haunches,8,206,5.328
lounging,8,206,5.328
trinkets,8,206,5.328
windfall,8,206,5.328
deviants,8,205,5.323
evermore,8,205,5.323
savoring,8,205,5.323
squabble,8,205,5.323
aeration,8,204,5.318
elevates,8,204,5.318
grizzled,8,204,5.318
haircuts,8,204,5.318
madhouse,8,204,5.318
skydiver,8,204,5.318
songbird,8,204,5.318
blotting,8,203,5.313
budgeted,8,203,5.313
effluent,8,203,5.313
rustling,8,203,5.313
sketched,8,203,5.313
stealthy,8,203,5.313
withered,8,203,5.313
Arnolds,8,202,5.308
construe,8,202,5.308
conveyor,8,202,5.308
foursome,8,202,5.308
libretto,8,202,5.308
imitated,8,201,5.303
ferocity,8,200,5.298
outhouse,8,200,5.298
overhang,8,200,5.298
scolding,8,200,5.298
submerge,8,200,5.298
Apollos,8,199,5.293
exemplar,8,199,5.293
fellatio,8,199,5.293
sedition,8,199,5.293
sledding,8,199,5.293
brazenly,8,198,5.288
erecting,8,198,5.288
slugging,8,198,5.288
biologic,8,197,5.283
cataract,8,197,5.283
exhausts,8,197,5.283
frowning,8,197,5.283
playtime,8,197,5.283
sparsely,8,197,5.283
tinplate,8,197,5.283
unsuited,8,197,5.283
lanterns,8,196,5.278
monotone,8,196,5.278
neurosis,8,196,5.278
relented,8,196,5.278
tapeworm,8,196,5.278
avenging,8,195,5.273
corduroy,8,195,5.273
hermetic,8,195,5.273
radiates,8,195,5.273
snobbish,8,195,5.273
suckling,8,195,5.273
windward,8,195,5.273
coauthor,8,194,5.268
conjures,8,194,5.268
diluting,8,194,5.268
dribbled,8,194,5.268
overtook,8,194,5.268
reddened,8,194,5.268
stepwise,8,194,5.268
surmised,8,194,5.268
transact,8,194,5.268
haystack,8,193,5.263
newscast,8,193,5.263
platypus,8,193,5.263
salinity,8,193,5.263
twirling,8,193,5.263
dentures,8,192,5.257
ellipses,8,192,5.257
holdover,8,192,5.257
masthead,8,192,5.257
normalcy,8,192,5.257
outlived,8,192,5.257
preludes,8,192,5.257
stickler,8,192,5.257
buckshot,8,191,5.252
couscous,8,191,5.252
decrying,8,191,5.252
DiMaggio,8,191,5.252
extruded,8,191,5.252
grownups,8,191,5.252
huntress,8,191,5.252
perfumes,8,191,5.252
quarrels,8,191,5.252
raincoat,8,191,5.252
telltale,8,191,5.252
there've,8,191,5.252
absently,8,190,5.247
Coronado,8,190,5.247
despises,8,190,5.247
organist,8,190,5.247
Rockport,8,190,5.247
sedative,8,190,5.247
buttoned,8,189,5.242
operable,8,189,5.242
rebuffed,8,189,5.242
riveting,8,189,5.242
causally,8,188,5.236
decrepit,8,188,5.236
domicile,8,188,5.236
grimaced,8,188,5.236
ionizing,8,188,5.236
referent,8,188,5.236
stringed,8,188,5.236
underlie,8,188,5.236
vagaries,8,188,5.236
bathrobe,8,187,5.231
